,Utterance,Emotion,tokens,token_len
8577,Come on!,joy,['come'],1
8578,Come on! Speech!,joy,"['come', 'speech']",2
8579,"Hey Chandler, you can’t keep your hands off her for one second!",anger,"['hey', 'chandler', 'cant', 'keep', 'hand', 'one', 'second']",7
8580,"Oh-ho, I think it’s nice.",joy,"['ohho', 'think', 'nice']",3
8581,Well you have to because maybe it’s stupid.,neutral,"['well', 'maybe', 'stupid']",3
8582,Well it’s just while Monica and I were dancing to them it was…the first time I knew that…you were the woman I wanted to dance all my dances with.,joy,"['well', 'monica', 'dancing', 'wasthe', 'first', 'time', 'knew', 'thatyou', 'woman', 'wanted', 'dance', 'dance']",12
8583,Oh crap!,anger,"['oh', 'crap']",2
8584,All right.,neutral,['right'],1
8585,The super couldn’t figure out what it did.,neutral,"['super', 'couldnt', 'figure']",3
8586,A $200 an hour electrician couldn’t figure out what it did.,sadness,"['hour', 'electrician', 'couldnt', 'figure']",4
8587,I’ve had seven pretty serious shocks.,sadness,"['ive', 'seven', 'pretty', 'serious', 'shock']",5
8588,I officially give up.,disgust,"['officially', 'give']",2
8589,Thank God.,joy,"['thank', 'god']",2
8590,"I guess Joey was right, it does nothing.",joy,"['guess', 'joey', 'right', 'nothing']",4
8591,See? I’m doing it. I am totally doing it.  I lost it.,anger,"['see', 'im', 'totally', 'lost']",4
8592,Are there no conscious men in the city for you two?,sadness,"['conscious', 'men', 'city', 'two']",4
8593,He doesn't have anyone.,neutral,"['doesnt', 'anyone']",2
8594,"Yeah, we-we feel kinda responsible.",anger,"['yeah', 'wewe', 'feel', 'kinda', 'responsible']",5
8595,I can't believe you said woowoo. I don't even say woowoo.,disgust,"['cant', 'believe', 'said', 'woowoo', 'dont', 'even', 'say', 'woowoo']",8
8596,"Oh, she's coming up! She's coming up!",joy,"['oh', 'shes', 'coming', 'shes', 'coming']",5
8597,"Folks, when we come back we'll be talking about her new book, 'Euphoria Unbound': the always interesting Nora Tyler Bing.",neutral,"['folk', 'come', 'back', 'well', 'talking', 'new', 'book', 'euphoria', 'unbound', 'always', 'interesting', 'nora', 'tyler', 'bing']",14
8598,You might wanna put the kids to bed for this one.,neutral,"['might', 'wan', 'na', 'put', 'kid', 'bed', 'one']",7
8599,"Y'know, we don't have to watch this.",neutral,"['yknow', 'dont', 'watch']",3
8600,"No way, forget it.",joy,"['way', 'forget']",2
8601,"C'mon, she's your mom!",anger,"['cmon', 'shes', 'mom']",3
8602,Exactly.,neutral,['exactly'],1
8603,"Chandler, I gotta tell you, I love your mom's books!",joy,"['chandler', 'got', 'ta', 'tell', 'love', 'mom', 'book']",7
8604,I love her books!,joy,"['love', 'book']",2
8605,I cannot get on a plane without one!,joy,"['get', 'plane', 'without', 'one']",4
8606,"I mean, this is so cool!",joy,"['mean', 'cool']",2
8607,"Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch.'",disgust,"['yeah', 'well', 'wouldnt', 'think', 'cool', 'youre', 'eleven', 'year', 'old', 'friend', 'passing', 'around', 'page', 'mistress', 'bitch']",15
8608,"C'mon, Chandler, I love your mom. I think she's a blast.",joy,"['cmon', 'chandler', 'love', 'mom', 'think', 'shes', 'blast']",7
8609,Thank you.,neutral,['thank'],1
8610,And a nice hot cider for Monica.,neutral,"['nice', 'hot', 'cider', 'monica']",4
8611,"Aww, thank you.  Uh Rach?",neutral,"['aww', 'thank', 'uh', 'rach']",4
8612,Yeah?,neutral,['yeah'],1
8613,Why does my cinamon stick have an eraser?,surprise,"['cinamon', 'stick', 'eraser']",3
8614,Oh! That's why.  I'm sorry!,surprise,"['oh', 'thats', 'im', 'sorry']",4
8615,"Oh. Oh! Ma'am? Excuse me, ma'am?",neutral,"['oh', 'oh', 'maam', 'excuse', 'maam']",5
8616,You can't put your cigarette out on a tree!,anger,"['cant', 'put', 'cigarette', 'tree']",4
8617,"Yeah I can, it worked real well.",neutral,"['yeah', 'worked', 'real', 'well']",4
8618,No but you shouldn't! Don't ever do that again.,anger,"['shouldnt', 'dont', 'ever']",3
8619,I won't!  Until I have my next cigarette.,anger,"['wont', 'next', 'cigarette']",3
8620,Hold it!  N.Y.P.D! Freeze punk!,anger,"['hold', 'nypd', 'freeze', 'punk']",4
8621,What?!,surprise,[],0
8622,Yeah that's right you are so busted.  Book 'em.,anger,"['yeah', 'thats', 'right', 'busted', 'book', 'em']",6
8623,Who are you talking too?,surprise,['talking'],1
8624,"Save it Red! Unless you wanna spend the night in the slammer, you apologize to the tree.",disgust,"['save', 'red', 'unless', 'wan', 'na', 'spend', 'night', 'slammer', 'apologize', 'tree']",10
8625,I am,neutral,[],0
8626,You apologize to the tree right now or I am calling for backup.   Backup! Backup!!,anger,"['apologize', 'tree', 'right', 'calling', 'backup', 'backup', 'backup']",7
8627,I-I'm sorry! Sorry.,fear,"['iim', 'sorry', 'sorry']",3
8628,"Okay, cancel backup! Cancel backup!",neutral,"['okay', 'cancel', 'backup', 'cancel', 'backup']",5
8629,Shh! Get me out of here.,fear,"['shh', 'get']",2
8630,Oh.,neutral,['oh'],1
8631,Ross!,surprise,['ross'],1
8632,What?,neutral,[],0
8633,"Come here, check this out!",surprise,"['come', 'check']",2
8634,What? Is it the comet?,neutral,['comet'],1
8635,"No! No-no. Look, there’s a bug stuck in tar right here.",surprise,"['nono', 'look', 'there', 'bug', 'stuck', 'tar', 'right']",7
8636,"Joey come—I can’t believe—I bring you here to see the Bapstein-King comet, one of nature’s most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman!",anger,"['joey', 'comei', 'cant', 'believei', 'bring', 'see', 'bapsteinking', 'comet', 'one', 'nature', 'spectacular', 'phenomenon', 'care', 'bug', 'stuck', 'tar', 'andand', 'woman']",18
8637,"Y’know, there’s",neutral,"['yknow', 'there']",2
8638,Show me where?,neutral,['show'],1
8639,Right-right up here.,neutral,['rightright'],1
8640,Joey where’s the pipe that was holding the door open?,neutral,"['joey', 'wheres', 'pipe', 'holding', 'door', 'open']",6
8641,"I don’t know!   Yeah, I do.",joy,"['dont', 'know', 'yeah']",3
8642,Joey!,anger,['joey'],1
8643,What?! All right—Hey! Don’t look at me! You’re the one who wanted to come up and look for some stupid,anger,"['righthey', 'dont', 'look', 'youre', 'one', 'wanted', 'come', 'look', 'stupid']",9
8644,"It’s called the Bapstein-King comet, okay?  Hey! Hey! Bapstein was a very well respected astronomer!",anger,"['called', 'bapsteinking', 'comet', 'okay', 'hey', 'hey', 'bapstein', 'well', 'respected', 'astronomer']",10
8645,Oh no! No! No!,surprise,['oh'],1
8646,Wow! This place is incredible!  Sting’s pen…that he gave to Phoebe.  Come on! Secret passageway!,joy,"['wow', 'place', 'incredible', 'sting', 'penthat', 'gave', 'phoebe', 'come', 'secret', 'passageway']",10
8647,Hi!,neutral,['hi'],1
8648,Hi!,neutral,['hi'],1
8649,I’m Trudie.,neutral,"['im', 'trudie']",2
8650,Uh-huh.,neutral,['uhhuh'],1
8651,You must be Ben’s mum.,neutral,"['must', 'ben', 'mum']",3
8652,Why else would I be here?,neutral,"['else', 'would']",2
8653,Do sit down.,neutral,['sit'],1
8654,Yeah.,neutral,['yeah'],1
8655,Hi.. how was the game?,neutral,"['hi', 'game']",2
8656,Well..,neutral,['well'],1
8657,WE WON!! Thank you! Yes!,joy,"['thank', 'yes']",2
8658,Fantastic! I have one question: How is that possible?,surprise,"['fantastic', 'one', 'question', 'possible']",4
8659,Alan.,neutral,['alan'],1
8660,He was unbelievable.,joy,['unbelievable'],1
8661,"He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",joy,"['like', 'thatthatthat', 'bug', 'bunny', 'cartoon', 'bug', 'playing', 'position', 'right', 'instead', 'bug', 'first', 'basealan', 'second', 'basealan', 'third', 'base']",17
8662,"I mean, it-it was like, it was like he made us into a team.",joy,"['mean', 'itit', 'like', 'like', 'made', 'u', 'team']",7
8663,"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",joy,"['yep', 'sure', 'showed', 'hassidic', 'jeweller', 'thing', 'two', 'softball']",8
8664,Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,neutral,"['ask', 'guy', 'question', 'dyou', 'ever', 'think', 'alan', 'maybe', 'sometimes']",9
8665,What?,surprise,[],0
8666,"..I dunno, a little too Alan?",neutral,"['dunno', 'little', 'alan']",3
8667,"Well, no. That's impossible. You can never be too Alan.",joy,"['well', 'thats', 'impossible', 'never', 'alan']",5
8668,"Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",joy,"['yeah', 'uh', 'innate', 'alanness', 'thatthatthat', 'adore']",6
8669,I personally could have a gallon of Alan.,joy,"['personally', 'could', 'gallon', 'alan']",4
8670,"Well I had a great time! Learned how to bake, ate great food, that’s the first A I’ve gotten since seventh grade,",joy,"['well', 'great', 'time', 'learned', 'bake', 'ate', 'great', 'food', 'thats', 'first', 'ive', 'gotten', 'since', 'seventh', 'grade']",15
8671,"Oh, look! Acting for Beginners! Want to feel good about yourself?",fear,"['oh', 'look', 'acting', 'beginner', 'want', 'feel', 'good']",7
8672,What the hell!,surprise,['hell'],1
8673,Okay.,neutral,['okay'],1
8674,"All right, let’s start with some basics. Can anybody tell me what the difference between upstage and downstage is?",neutral,"['right', 'let', 'start', 'basic', 'anybody', 'tell', 'difference', 'upstage', 'downstage']",9
8675,"Yeah, this was a stupid idea.",disgust,"['yeah', 'stupid', 'idea']",3
8676,My God!,surprise,['god'],1
8677,These pants are burning up!,surprise,"['pant', 'burning']",2
8678,"Oh come on, she wants to snuggle now!",surprise,"['oh', 'come', 'want', 'snuggle']",4
8679,What is she trying to kill me?,anger,"['trying', 'kill']",2
8680,It's like a volcano in here!,surprise,"['like', 'volcano']",2
8681,Are you hot?,neutral,['hot'],1
8682,"Okay, it must just be me then.",neutral,"['okay', 'must']",2
8683,"That was just the pants on the couch. Umm, hey, do you, do you mind if I use your bathroom?",neutral,"['pant', 'couch', 'umm', 'hey', 'mind', 'use', 'bathroom']",7
8684,You're driving me crazy with that!,anger,"['youre', 'driving', 'crazy']",3
8685,"Okay, I'll stop.",neutral,"['okay', 'ill', 'stop']",3
8686,Don’t stop! Move the bowl further away! Ross could make that shot!,anger,"['dont', 'stop', 'move', 'bowl', 'away', 'ross', 'could', 'make', 'shot']",9
8687,"Well, you suck! But at least you suck at a man's game now.",anger,"['well', 'suck', 'least', 'suck', 'man', 'game']",6
8688,You wanna play?,neutral,"['wan', 'na', 'play']",3
8689,"Chandler, I can't be playing games, Ross is gonna be home soon.",neutral,"['chandler', 'cant', 'playing', 'game', 'ross', 'gon', 'na', 'home', 'soon']",9
8690,And I have to write five whole pages if I'm gonna stick to his schedule.,neutral,"['write', 'five', 'whole', 'page', 'im', 'gon', 'na', 'stick', 'schedule']",9
8691,"Well, so, play for the next 30 minutes and then write until he gets home.",neutral,"['well', 'play', 'next', 'minute', 'write', 'get', 'home']",7
8692,"All right! But uh, listen, what do you say we crank it up a notch?",joy,"['right', 'uh', 'listen', 'say', 'crank', 'notch']",6
8693,I'm intrigued.,neutral,"['im', 'intrigued']",2
8694,"All right, all we need is a little lighter fluid.",neutral,"['right', 'need', 'little', 'lighter', 'fluid']",5
8695,"Okay, but be careful okay, because I wanna get our security deposit back.",joy,"['okay', 'careful', 'okay', 'wan', 'na', 'get', 'security', 'deposit', 'back']",9
8696,"Yeah, I think we said good-bye to that when we invented hammer darts.",joy,"['yeah', 'think', 'said', 'goodbye', 'invented', 'hammer', 'dart']",7
8697,Do you even remember which part of the wall is not spackle?,neutral,"['even', 'remember', 'part', 'wall', 'spackle']",5
8698,"Uh yeah, right here.",neutral,"['uh', 'yeah', 'right']",3
8699,"Hey, Rach. How was it with your friends?  Okay! How would you like some Tiki Death Punch?",joy,"['hey', 'rach', 'friend', 'okay', 'would', 'like', 'tiki', 'death', 'punch']",9
8700,What's that?,neutral,['whats'],1
8701,"Weeeell, it's rum, and-",neutral,"['weeeell', 'rum']",2
8702,I'm sure they'll be here soon.,neutral,"['im', 'sure', 'theyll', 'soon']",4
8703,"Yeah, honey, they wouldn't miss this.",neutral,"['yeah', 'honey', 'wouldnt', 'miss']",4
8704,Relax. You're only at nine centimeters. And the baby's at zero station.,neutral,"['relax', 'youre', 'nine', 'centimeter', 'baby', 'zero', 'station']",7
8705,You are really frightening me.,fear,"['really', 'frightening']",2
8706,"Somebody wanna help me, tryin' to rip out my heart.  Uh, that's great.  Anybody seen a nipple?",fear,"['somebody', 'wan', 'na', 'help', 'tryin', 'rip', 'heart', 'uh', 'thats', 'great', 'anybody', 'seen', 'nipple']",13
8707,"All right, ten centimeters, here we go.",neutral,"['right', 'ten', 'centimeter', 'go']",4
8708,"All right, honey, time to start pushing.",neutral,"['right', 'honey', 'time', 'start', 'pushing']",5
8709,But they're not here yet!,fear,"['theyre', 'yet']",2
8710,"I'm sorry, I can't tell the baby to wait for them.",neutral,"['im', 'sorry', 'cant', 'tell', 'baby', 'wait']",6
8711,"Oh, god.",fear,"['oh', 'god']",2
8712,"Here we go. Mona umm, I think it’s time we-we had a conversation about-about where things are with us.",joy,"['go', 'mona', 'umm', 'think', 'time', 'wewe', 'conversation', 'aboutabout', 'thing', 'u']",10
8713,"Yeah, I-I think I suggested that.",neutral,"['yeah', 'ii', 'think', 'suggested']",4
8714,"Aw, we-we are so… So umm, well I-I-I like you and I-I love umm, y’know hanging out with you.",joy,"['aw', 'wewe', 'umm', 'well', 'iii', 'like', 'ii', 'love', 'umm', 'yknow', 'hanging']",11
8715,And I mean-I’m having a lot of fun.,joy,"['meanim', 'lot', 'fun']",3
8716,Okay.,neutral,['okay'],1
8717,"I mean, there’s no point in spending time with someone if-if it’s just fun.",neutral,"['mean', 'there', 'point', 'spending', 'time', 'someone', 'ifif', 'fun']",8
8718,"It’s gotta be, it’s gotta be going somewhere right?",joy,"['got', 'ta', 'got', 'ta', 'going', 'somewhere', 'right']",7
8719,So where-where is it going?,neutral,"['wherewhere', 'going']",2
8720,Ah!,surprise,['ah'],1
8721,That’s-that’s the real question.,neutral,"['thatsthats', 'real', 'question']",3
8722,And-and the answer is…is it’s going somewhere…fun.,joy,"['andand', 'answer', 'isi', 'going', 'somewherefun']",5
8723,"Now I-I know what you’re thinking, fun was fine for you like ten years ago y’know, but you’re-you’re not getting any younger.",neutral,"['ii', 'know', 'youre', 'thinking', 'fun', 'fine', 'like', 'ten', 'year', 'ago', 'yknow', 'youreyoure', 'getting', 'younger']",14
8724,"No I mean—No not you, not you, you—you",fear,"['meanno', 'youyou']",2
8725,"I’m sorry, so umm, so where are we?",sadness,"['im', 'sorry', 'umm']",3
8726,Y’know what?,neutral,['yknow'],1
8727,I am going to take you out to dinner tonight.,joy,"['going', 'take', 'dinner', 'tonight']",4
8728,I found this place that makes the greatest mozzarella sticks and jalepino poppers .,joy,"['found', 'place', 'make', 'greatest', 'mozzarella', 'stick', 'jalepino', 'popper']",8
8729,No?,anger,[],0
8730,Really?,surprise,['really'],1
8731,They taste so good.,joy,"['taste', 'good']",2
8732,Drum roll.,neutral,"['drum', 'roll']",2
8733,"Okay. Okay. All right. Help! Am I a Mark, or a John?",neutral,"['okay', 'okay', 'right', 'help', 'mark', 'john']",6
8734,"Nah, you’re not tall enough to be a Mark, but you might make a good Barney.",neutral,"['nah', 'youre', 'tall', 'enough', 'mark', 'might', 'make', 'good', 'barney']",9
8735,"All right look, am I serious, okay? Tomorrow at 3:30 I am going down to the courthouse.",neutral,"['right', 'look', 'serious', 'okay', 'tomorrow', 'going', 'courthouse']",7
8736,You’re actually going through with this?,surprise,"['youre', 'actually', 'going']",3
8737,"Hey, look, this name has been holding me back my entire life.",anger,"['hey', 'look', 'name', 'holding', 'back', 'entire', 'life']",7
8738,"Okay, it’s probably why kids picked on me in school, and why I never do well with women… So, as of 4 o’clock tomorrow, I’m either gonna be Mark Johnson or John Markson.",neutral,"['okay', 'probably', 'kid', 'picked', 'school', 'never', 'well', 'woman', 'oclock', 'tomorrow', 'im', 'either', 'gon', 'na', 'mark', 'johnson', 'john', 'markson']",18
8739,You got problems because of you!,anger,"['got', 'problem']",2
8740,Not your name!,sadness,['name'],1
8741,"All right, this has got to stop!",anger,"['right', 'got', 'stop']",3
8742,Chandler is a great name!,anger,"['chandler', 'great', 'name']",3
8743,"In fact—yes,  I’m, I’m sorry.",sadness,"['factyes', 'im', 'im', 'sorry']",4
